Transaction_Date,Transaction_Amount,Transaction_Category,Transaction_Type,Income_source,Merchant,Location,Current_Amount,Credit/Debit
09-03-2022,514.27,Savings and Investments,Mobile Payments,Investments,Utility Company,solapur,1261355.56,Credit
09-03-2022,734.07,Part-Time Work,Mobile Payments,Salary,Travel Agency,mumbai,1262089.63,Credit
09-03-2022,245.56,Miscellaneous Expenses,Checks,None,Coffee Shop,pune,1261844.07,Debit
10-03-2022,579.57,Insurance,Checks,None,Local Farmers' Market,satara,1261264.5,Debit
10-03-2022,447.51,Social Security,Checks,Investments,Grocery Store,pune,1261712.01,Credit
10-03-2022,125.2,Annuities,Checks,Business,Grocery Store,solapur,1261837.22,Credit
11-03-2022,983.37,Personal Care,Checks,None,Rent Payment,solapur,1260853.85,Debit
11-03-2022,551.79,Savings and Investments,Checks,Salary,Gas Station,mumbai,1261405.64,Credit
12-03-2022,258.29,Personal Care,Debit Card,None,ATM Withdrawal,solapur,1261147.34,Debit
12-03-2022,523.93,Insurance,Mobile Payments,None,Coffee Shop,satara,1260623.42,Debit
13-03-2022,133.87,Entertainment and Leisure,Debit Card,None,Coffee Shop,mumbai,1260489.55,Debit
13-03-2022,94.61,Charitable Donations,Debit Card,None,Gym Membership,delhi,1260394.94,Debit
14-03-2022,852.43,Taxes,Online Banking,None,Rent Payment,pune,1259542.5,Debit
14-03-2022,543.48,Savings and Investments,Online Banking,Business,Utility Company,mumbai,1260085.99,Credit
14-03-2022,241.05,Social Security,Online Banking,Investments,Subscription Service,mumbai,1260327.03,Credit
14-03-2022,69.64,Debt Payments,Debit Card,None,Car Repair Shop,solapur,1260257.39,Debit
15-03-2022,694.91,Savings and Investments,Debit Card,Salary,Restaurant,nagpur,1260952.3,Credit
15-03-2022,688.21,Insurance,Online Banking,None,ATM Withdrawal,solapur,1260264.09,Debit
15-03-2022,256.94,Pension Plans,Online Banking,Business,Grocery Store,solapur,1260521.03,Credit
15-03-2022,644.98,Insurance,Prepaid Debit Cards,None,Bookstore,satara,1259876.05,Debit
15-03-2022,885.48,Pension Plans,Prepaid Debit Cards,Other,Healthcare Provider,solapur,1260761.52,Credit
15-03-2022,489.03,Insurance,Mobile Payments,None,ATM Withdrawal,thane,1260272.49,Debit
16-03-2022,936.02,Part-Time Work,Mobile Payments,Salary,Restaurant,pune,1261208.51,Credit
16-03-2022,538.87,Miscellaneous Expenses,Online Banking,None,Taxi Service,nagpur,1260669.64,Debit
16-03-2022,608.86,Charitable Donations,Checks,None,Car Repair Shop,mumbai,1260060.79,Debit
17-03-2022,169.91,Taxes,Prepaid Debit Cards,None,Local Farmers' Market,nagpur,1259890.87,Debit
17-03-2022,41.95,Pension Plans,Prepaid Debit Cards,Other,Clothing Boutique,mumbai,1259932.83,Credit
17-03-2022,66.25,Consulting or Freelancing,Prepaid Debit Cards,Investments,Electronics Store,delhi,1259999.08,Credit
18-03-2022,51.92,Personal Care,Online Banking,None,Rent Payment,solapur,1259947.15,Debit
18-03-2022,536.52,Charitable Donations,Checks,None,Local Farmers' Market,thane,1259410.63,Debit
18-03-2022,630.24,Debt Payments,Checks,None,Bookstore,solapur,1258780.39,Debit
18-03-2022,40.64,Personal Care,Online Banking,None,Taxi Service,thane,1258739.75,Debit
19-03-2022,72.06,Entertainment and Leisure,Mobile Payments,None,Car Repair Shop,mumbai,1258667.69,Debit
19-03-2022,974.1,Debt Payments,Debit Card,None,ATM Withdrawal,thane,1257693.58,Debit
19-03-2022,593.67,Part-Time Work,Debit Card,Business,Subscription Service,pune,1258287.26,Credit
20-03-2022,172.02,Part-Time Work,Debit Card,Investments,Restaurant,pune,1258459.28,Credit
20-03-2022,962.97,Pension Plans,Debit Card,Investments,Travel Agency,solapur,1259422.24,Credit
20-03-2022,597.57,Part-Time Work,Debit Card,Business,Restaurant,solapur,1260019.81,Credit
20-03-2022,610.77,Annuities,Debit Card,Investments,Travel Agency,pune,1260630.58,Credit
21-03-2022,23.12,Taxes,Online Banking,None,Gym Membership,pune,1260607.46,Debit
21-03-2022,811.38,Pension Plans,Online Banking,Other,Grocery Store,nagpur,1261418.84,Credit
21-03-2022,864.95,Insurance,Mobile Payments,None,Car Repair Shop,delhi,1260553.89,Debit
21-03-2022,713.86,Part-Time Work,Mobile Payments,Other,Grocery Store,delhi,1261267.75,Credit
22-03-2022,711.31,Taxes,Debit Card,None,ATM Withdrawal,delhi,1260556.44,Debit
22-03-2022,600.37,Pension Plans,Debit Card,Salary,Clothing Boutique,thane,1261156.81,Credit
22-03-2022,429.26,Consulting or Freelancing,Debit Card,Business,Restaurant,pune,1261586.07,Credit
22-03-2022,979.41,Social Security,Debit Card,Investments,Healthcare Provider,satara,1262565.49,Credit
22-03-2022,585.73,Savings and Investments,Debit Card,Salary,Gas Station,pune,1263151.21,Credit
23-03-2022,974.13,Debt Payments,Mobile Payments,None,Gym Membership,mumbai,1262177.08,Debit
23-03-2022,51.02,Part-Time Work,Mobile Payments,Investments,Restaurant,nagpur,1262228.1,Credit
24-03-2022,285.36,Pension Plans,Mobile Payments,Other,Subscription Service,delhi,1262513.46,Credit
24-03-2022,295.29,Debt Payments,Online Banking,None,Gym Membership,satara,1262218.17,Debit
24-03-2022,133.45,Debt Payments,Online Banking,None,Car Repair Shop,thane,1262084.72,Debit
24-03-2022,832.96,Personal Care,Prepaid Debit Cards,None,Car Repair Shop,delhi,1261251.76,Debit
24-03-2022,619.9,Social Security,Prepaid Debit Cards,Other,Restaurant,satara,1261871.65,Credit
25-03-2022,479.56,Part-Time Work,Prepaid Debit Cards,Business,Gas Station,thane,1262351.22,Credit
25-03-2022,336.85,Social Security,Prepaid Debit Cards,Other,Restaurant,mumbai,1262688.07,Credit
25-03-2022,316.2,Annuities,Prepaid Debit Cards,Investments,Restaurant,delhi,1263004.27,Credit
26-03-2022,660.9,Miscellaneous Expenses,Debit Card,None,Car Repair Shop,satara,1262343.37,Debit
26-03-2022,713.5,Entertainment and Leisure,Prepaid Debit Cards,None,Taxi Service,thane,1261629.87,Debit
26-03-2022,649,Entertainment and Leisure,Debit Card,None,ATM Withdrawal,pune,1260980.87,Debit
26-03-2022,120.91,Annuities,Debit Card,Other,Grocery Store,delhi,1261101.78,Credit
27-03-2022,324.55,Charitable Donations,Checks,None,ATM Withdrawal,thane,1260777.24,Debit
27-03-2022,364.61,Insurance,Prepaid Debit Cards,None,Car Repair Shop,thane,1260412.63,Debit
28-03-2022,721.23,Savings and Investments,Prepaid Debit Cards,Investments,Electronics Store,pune,1261133.86,Credit
28-03-2022,464.53,Taxes,Online Banking,None,ATM Withdrawal,solapur,1260669.33,Debit
28-03-2022,268.59,Part-Time Work,Online Banking,Salary,Electronics Store,solapur,1260937.91,Credit
01-04-2022,585.4,Charitable Donations,Checks,None,Bookstore,mumbai,1260352.51,Debit
01-04-2022,518.82,Savings and Investments,Checks,Salary,Electronics Store,mumbai,1260871.33,Credit
01-04-2022,494.07,Debt Payments,Prepaid Debit Cards,None,Taxi Service,thane,1260377.26,Debit
01-04-2022,926.6,Social Security,Prepaid Debit Cards,Other,Utility Company,solapur,1261303.86,Credit
02-04-2022,540.13,Debt Payments,Debit Card,None,Local Farmers' Market,delhi,1260763.73,Debit
02-04-2022,840.66,Charitable Donations,Debit Card,None,Local Farmers' Market,delhi,1259923.07,Debit
02-04-2022,897.8,Savings and Investments,Debit Card,Other,Electronics Store,solapur,1260820.87,Credit
02-04-2022,144.11,Debt Payments,Debit Card,None,Bookstore,delhi,1260676.76,Debit
02-04-2022,324.3,Annuities,Debit Card,Other,Electronics Store,satara,1261001.06,Credit
02-04-2022,188.06,Consulting or Freelancing,Debit Card,Salary,Gas Station,satara,1261189.12,Credit
03-04-2022,11.66,Miscellaneous Expenses,Prepaid Debit Cards,None,ATM Withdrawal,mumbai,1261177.47,Debit
03-04-2022,191.2,Miscellaneous Expenses,Checks,None,ATM Withdrawal,nagpur,1260986.27,Debit
04-04-2022,353.47,Social Security,Checks,Other,Utility Company,nagpur,1261339.74,Credit
04-04-2022,473.9,Consulting or Freelancing,Checks,Other,Gas Station,delhi,1261813.63,Credit
04-04-2022,769.86,Personal Care,Mobile Payments,None,Gym Membership,mumbai,1261043.77,Debit
04-04-2022,76.08,Savings and Investments,Mobile Payments,Business,Grocery Store,satara,1261119.85,Credit
04-04-2022,219.85,Insurance,Mobile Payments,None,Local Farmers' Market,solapur,1260900.01,Debit
05-04-2022,850.93,Miscellaneous Expenses,Debit Card,None,Local Farmers' Market,pune,1260049.07,Debit
05-04-2022,36.52,Personal Care,Mobile Payments,None,Bookstore,delhi,1260012.55,Debit
05-04-2022,881.02,Part-Time Work,Mobile Payments,Other,Clothing Boutique,delhi,1260893.57,Credit
05-04-2022,135.84,Consulting or Freelancing,Mobile Payments,Salary,Travel Agency,pune,1261029.41,Credit
05-04-2022,532.75,Personal Care,Mobile Payments,None,Gym Membership,solapur,1260496.66,Debit
06-04-2022,297.74,Part-Time Work,Mobile Payments,Business,Electronics Store,pune,1260794.4,Credit
06-04-2022,370.94,Taxes,Online Banking,None,Car Repair Shop,solapur,1260423.46,Debit
07-04-2022,563.66,Charitable Donations,Debit Card,None,Gym Membership,mumbai,1259859.8,Debit
07-04-2022,672.49,Part-Time Work,Debit Card,Business,Gas Station,pune,1260532.29,Credit
08-04-2022,553.6,Annuities,Debit Card,Salary,Utility Company,pune,1261085.89,Credit
08-04-2022,16.16,Personal Care,Checks,None,Taxi Service,thane,1261069.73,Debit
08-04-2022,725.78,Miscellaneous Expenses,Mobile Payments,None,Bookstore,solapur,1260343.96,Debit
08-04-2022,918.51,Part-Time Work,Mobile Payments,Salary,Utility Company,pune,1261262.47,Credit
08-04-2022,765.32,Taxes,Mobile Payments,None,Coffee Shop,solapur,1260497.15,Debit
09-04-2022,343.05,Personal Care,Online Banking,None,ATM Withdrawal,satara,1260154.1,Debit
09-04-2022,746.22,Taxes,Online Banking,None,Car Repair Shop,delhi,1259407.88,Debit
09-04-2022,101.3,Consulting or Freelancing,Online Banking,Business,Travel Agency,delhi,1259509.17,Credit
09-04-2022,142.32,Entertainment and Leisure,Prepaid Debit Cards,None,Coffee Shop,mumbai,1259366.86,Debit
09-04-2022,85.46,Entertainment and Leisure,Online Banking,None,Car Repair Shop,nagpur,1259281.4,Debit
09-04-2022,907.7,Entertainment and Leisure,Online Banking,None,Coffee Shop,thane,1258373.7,Debit
10-04-2022,78.57,Consulting or Freelancing,Online Banking,Other,Clothing Boutique,delhi,1258452.26,Credit
10-04-2022,292.62,Annuities,Online Banking,Salary,Electronics Store,satara,1258744.88,Credit
10-04-2022,737.62,Personal Care,Debit Card,None,Bookstore,satara,1258007.27,Debit
10-04-2022,174.93,Part-Time Work,Debit Card,Salary,Travel Agency,satara,1258182.2,Credit
10-04-2022,848.54,Insurance,Debit Card,None,Local Farmers' Market,pune,1257333.65,Debit
11-04-2022,527.58,Debt Payments,Checks,None,Local Farmers' Market,nagpur,1256806.08,Debit
11-04-2022,83.72,Charitable Donations,Mobile Payments,None,Car Repair Shop,solapur,1256722.36,Debit
12-04-2022,600.48,Insurance,Debit Card,None,Gym Membership,thane,1256121.88,Debit
12-04-2022,136.17,Pension Plans,Debit Card,Other,Restaurant,solapur,1256258.05,Credit
13-04-2022,218.38,Miscellaneous Expenses,Checks,None,ATM Withdrawal,solapur,1256039.67,Debit
13-04-2022,601.33,Insurance,Checks,None,Coffee Shop,solapur,1255438.34,Debit
13-04-2022,202.55,Insurance,Mobile Payments,None,Gym Membership,pune,1255235.79,Debit
14-04-2022,421.04,Debt Payments,Online Banking,None,Coffee Shop,pune,1254814.75,Debit
14-04-2022,581.13,Debt Payments,Prepaid Debit Cards,None,Coffee Shop,solapur,1254233.62,Debit
14-04-2022,525.41,Pension Plans,Prepaid Debit Cards,Salary,Healthcare Provider,thane,1254759.03,Credit
14-04-2022,111.2,Part-Time Work,Prepaid Debit Cards,Investments,Grocery Store,nagpur,1254870.23,Credit
14-04-2022,332.51,Social Security,Prepaid Debit Cards,Business,Utility Company,delhi,1255202.74,Credit
15-04-2022,366.65,Savings and Investments,Prepaid Debit Cards,Business,Electronics Store,pune,1255569.4,Credit
15-04-2022,374.8,Consulting or Freelancing,Prepaid Debit Cards,Investments,Gas Station,nagpur,1255944.2,Credit
15-04-2022,138.35,Taxes,Prepaid Debit Cards,None,ATM Withdrawal,pune,1255805.85,Debit
15-04-2022,57.07,Debt Payments,Mobile Payments,None,Bookstore,pune,1255748.78,Debit
15-04-2022,602.3,Personal Care,Debit Card,None,Gym Membership,delhi,1255146.48,Debit
15-04-2022,846.83,Entertainment and Leisure,Online Banking,None,Coffee Shop,solapur,1254299.65,Debit
16-04-2022,291.18,Miscellaneous Expenses,Debit Card,None,Car Repair Shop,delhi,1254008.47,Debit
16-04-2022,191.18,Annuities,Debit Card,Salary,Healthcare Provider,solapur,1254199.64,Credit
16-04-2022,462.62,Savings and Investments,Debit Card,Salary,Grocery Store,delhi,1254662.26,Credit
16-04-2022,408.85,Charitable Donations,Prepaid Debit Cards,None,ATM Withdrawal,mumbai,1254253.42,Debit
17-04-2022,676.88,Consulting or Freelancing,Prepaid Debit Cards,Salary,Healthcare Provider,delhi,1254930.29,Credit
17-04-2022,1.84,Personal Care,Mobile Payments,None,Bookstore,mumbai,1254928.45,Debit
17-04-2022,243.82,Consulting or Freelancing,Mobile Payments,Other,Subscription Service,solapur,1255172.27,Credit
17-04-2022,535.98,Pension Plans,Mobile Payments,Other,Grocery Store,mumbai,1255708.25,Credit
17-04-2022,438.5,Miscellaneous Expenses,Checks,None,ATM Withdrawal,delhi,1255269.76,Debit
18-04-2022,619.43,Miscellaneous Expenses,Online Banking,None,ATM Withdrawal,nagpur,1254650.33,Debit
18-04-2022,986.82,Pension Plans,Online Banking,Business,Subscription Service,mumbai,1255637.14,Credit
18-04-2022,719.82,Social Security,Online Banking,Business,Restaurant,delhi,1256356.96,Credit
18-04-2022,230.19,Charitable Donations,Mobile Payments,None,Bookstore,delhi,1256126.77,Debit
19-04-2022,144.84,Personal Care,Mobile Payments,None,Coffee Shop,nagpur,1255981.93,Debit
19-04-2022,578.95,Annuities,Mobile Payments,Other,Grocery Store,satara,1256560.88,Credit
19-04-2022,631.42,Pension Plans,Mobile Payments,Other,Travel Agency,pune,1257192.3,Credit
19-04-2022,530.72,Insurance,Mobile Payments,None,Gym Membership,mumbai,1256661.58,Debit
19-04-2022,217.26,Insurance,Online Banking,None,ATM Withdrawal,nagpur,1256444.32,Debit
19-04-2022,581.73,Insurance,Online Banking,None,Rent Payment,solapur,1255862.6,Debit
20-04-2022,469.88,Annuities,Online Banking,Investments,Subscription Service,thane,1256332.48,Credit
20-04-2022,987.1,Consulting or Freelancing,Online Banking,Other,Grocery Store,mumbai,1257319.58,Credit
20-04-2022,974.14,Consulting or Freelancing,Online Banking,Investments,Subscription Service,satara,1258293.72,Credit
20-04-2022,802.73,Personal Care,Checks,None,Coffee Shop,mumbai,1257490.99,Debit
20-04-2022,259.99,Charitable Donations,Checks,None,Local Farmers' Market,mumbai,1257230.99,Debit
21-04-2022,659.8,Social Security,Checks,Business,Gas Station,satara,1257890.8,Credit
21-04-2022,743.48,Pension Plans,Checks,Investments,Healthcare Provider,satara,1258634.28,Credit
21-04-2022,810.06,Taxes,Online Banking,None,Coffee Shop,nagpur,1257824.22,Debit
21-04-2022,65.98,Social Security,Online Banking,Investments,Restaurant,mumbai,1257890.19,Credit
21-04-2022,119.42,Pension Plans,Online Banking,Business,Travel Agency,nagpur,1258009.62,Credit
22-04-2022,911.22,Part-Time Work,Online Banking,Business,Travel Agency,pune,1258920.83,Credit
22-04-2022,783.51,Pension Plans,Online Banking,Investments,Gas Station,delhi,1259704.35,Credit
22-04-2022,5.77,Entertainment and Leisure,Checks,None,Local Farmers' Market,pune,1259698.58,Debit
23-04-2022,939.43,Consulting or Freelancing,Checks,Business,Restaurant,mumbai,1260638.01,Credit
23-04-2022,179.19,Pension Plans,Checks,Other,Healthcare Provider,satara,1260817.2,Credit
23-04-2022,39.8,Pension Plans,Checks,Business,Grocery Store,delhi,1260857,Credit
23-04-2022,659.83,Social Security,Checks,Business,Utility Company,mumbai,1261516.83,Credit
23-04-2022,800.27,Entertainment and Leisure,Debit Card,None,Coffee Shop,satara,1260716.56,Debit
24-04-2022,344.81,Taxes,Mobile Payments,None,Taxi Service,satara,1260371.75,Debit
24-04-2022,165.84,Miscellaneous Expenses,Prepaid Debit Cards,None,Bookstore,satara,1260205.91,Debit
24-04-2022,260.13,Debt Payments,Debit Card,None,Car Repair Shop,pune,1259945.78,Debit
24-04-2022,428.54,Social Security,Debit Card,Other,Electronics Store,mumbai,1260374.31,Credit
24-04-2022,151.48,Charitable Donations,Debit Card,None,Coffee Shop,solapur,1260222.83,Debit
24-04-2022,652.46,Savings and Investments,Debit Card,Other,Subscription Service,thane,1260875.29,Credit
25-04-2022,118.02,Personal Care,Debit Card,None,Gym Membership,satara,1260757.27,Debit
25-04-2022,795,Entertainment and Leisure,Online Banking,None,Gym Membership,nagpur,1259962.27,Debit
26-04-2022,667.42,Taxes,Prepaid Debit Cards,None,Coffee Shop,thane,1259294.84,Debit
26-04-2022,758.16,Debt Payments,Checks,None,ATM Withdrawal,thane,1258536.69,Debit
26-04-2022,488.06,Part-Time Work,Checks,Salary,Subscription Service,thane,1259024.75,Credit
27-04-2022,871.44,Charitable Donations,Prepaid Debit Cards,None,Taxi Service,pune,1258153.31,Debit
27-04-2022,813.59,Part-Time Work,Prepaid Debit Cards,Other,Grocery Store,delhi,1258966.91,Credit
27-04-2022,467.46,Miscellaneous Expenses,Online Banking,None,Bookstore,thane,1258499.45,Debit
28-04-2022,295.15,Miscellaneous Expenses,Checks,None,Rent Payment,mumbai,1258204.3,Debit
28-04-2022,398.08,Part-Time Work,Checks,Salary,Restaurant,nagpur,1258602.39,Credit
28-04-2022,440.74,Insurance,Debit Card,None,Car Repair Shop,nagpur,1258161.65,Debit
28-04-2022,409.46,Debt Payments,Prepaid Debit Cards,None,Car Repair Shop,solapur,1257752.19,Debit
01-05-2022,931.27,Pension Plans,Prepaid Debit Cards,Other,Travel Agency,solapur,1258683.46,Credit
01-05-2022,139.62,Annuities,Prepaid Debit Cards,Salary,Restaurant,solapur,1258823.09,Credit
01-05-2022,703.68,Entertainment and Leisure,Debit Card,None,Car Repair Shop,nagpur,1258119.41,Debit
01-05-2022,797.97,Pension Plans,Debit Card,Other,Electronics Store,nagpur,1258917.37,Credit
02-05-2022,105.35,Social Security,Debit Card,Investments,Healthcare Provider,thane,1259022.72,Credit
02-05-2022,774.96,Pension Plans,Debit Card,Investments,Grocery Store,nagpur,1259797.68,Credit
03-05-2022,615.34,Insurance,Debit Card,None,Taxi Service,nagpur,1259182.34,Debit
03-05-2022,340.16,Consulting or Freelancing,Debit Card,Investments,Grocery Store,pune,1259522.5,Credit
03-05-2022,285.95,Social Security,Debit Card,Investments,Utility Company,mumbai,1259808.45,Credit
03-05-2022,839.89,Taxes,Online Banking,None,ATM Withdrawal,thane,1258968.55,Debit
03-05-2022,241.59,Insurance,Debit Card,None,Local Farmers' Market,mumbai,1258726.96,Debit
04-05-2022,693.18,Annuities,Debit Card,Other,Utility Company,solapur,1259420.14,Credit
04-05-2022,623.7,Pension Plans,Debit Card,Salary,Restaurant,delhi,1260043.84,Credit
04-05-2022,494.07,Pension Plans,Debit Card,Investments,Restaurant,delhi,1260537.91,Credit
04-05-2022,389.64,Taxes,Online Banking,None,Taxi Service,thane,1260148.27,Debit
04-05-2022,69.23,Annuities,Online Banking,Investments,Subscription Service,delhi,1260217.5,Credit
05-05-2022,845.47,Insurance,Prepaid Debit Cards,None,Local Farmers' Market,solapur,1259372.03,Debit
05-05-2022,906.7,Annuities,Prepaid Debit Cards,Salary,Utility Company,mumbai,1260278.73,Credit
05-05-2022,107.76,Debt Payments,Checks,None,Bookstore,solapur,1260170.97,Debit
05-05-2022,249.73,Entertainment and Leisure,Mobile Payments,None,Coffee Shop,mumbai,1259921.25,Debit
06-05-2022,921.64,Miscellaneous Expenses,Checks,None,ATM Withdrawal,thane,1258999.6,Debit
06-05-2022,582.76,Insurance,Prepaid Debit Cards,None,Bookstore,nagpur,1258416.84,Debit
06-05-2022,546.21,Debt Payments,Checks,None,Taxi Service,solapur,1257870.63,Debit
07-05-2022,438.16,Annuities,Checks,Salary,Gas Station,nagpur,1258308.79,Credit
07-05-2022,359.38,Savings and Investments,Checks,Investments,Healthcare Provider,thane,1258668.17,Credit
07-05-2022,566.37,Social Security,Checks,Investments,Utility Company,thane,1259234.54,Credit
08-05-2022,476.43,Pension Plans,Checks,Salary,Subscription Service,thane,1259710.97,Credit
08-05-2022,325.16,Pension Plans,Checks,Business,Utility Company,thane,1260036.13,Credit
08-05-2022,37.03,Annuities,Checks,Business,Subscription Service,delhi,1260073.16,Credit
08-05-2022,241.95,Part-Time Work,Checks,Salary,Grocery Store,pune,1260315.11,Credit
08-05-2022,551.83,Annuities,Checks,Investments,Clothing Boutique,pune,1260866.94,Credit
09-05-2022,724.86,Insurance,Mobile Payments,None,ATM Withdrawal,delhi,1260142.08,Debit
09-05-2022,696.55,Entertainment and Leisure,Checks,None,Coffee Shop,delhi,1259445.53,Debit
09-05-2022,446.28,Charitable Donations,Mobile Payments,None,Local Farmers' Market,nagpur,1258999.25,Debit
09-05-2022,844.59,Consulting or Freelancing,Mobile Payments,Investments,Grocery Store,satara,1259843.84,Credit
10-05-2022,349.97,Personal Care,Checks,None,Gym Membership,mumbai,1259493.87,Debit
10-05-2022,413.08,Personal Care,Prepaid Debit Cards,None,Taxi Service,thane,1259080.78,Debit
10-05-2022,835.11,Miscellaneous Expenses,Debit Card,None,ATM Withdrawal,mumbai,1258245.67,Debit
10-05-2022,595.3,Taxes,Online Banking,None,Bookstore,satara,1257650.37,Debit
11-05-2022,231.49,Consulting or Freelancing,Online Banking,Salary,Travel Agency,nagpur,1257881.87,Credit
11-05-2022,829.03,Insurance,Debit Card,None,Coffee Shop,mumbai,1257052.84,Debit
12-05-2022,733.52,Part-Time Work,Debit Card,Other,Utility Company,satara,1257786.36,Credit
12-05-2022,704.38,Annuities,Debit Card,Investments,Clothing Boutique,nagpur,1258490.74,Credit
12-05-2022,807.86,Taxes,Prepaid Debit Cards,None,Car Repair Shop,solapur,1257682.88,Debit
12-05-2022,699.25,Savings and Investments,Prepaid Debit Cards,Investments,Subscription Service,delhi,1258382.14,Credit
12-05-2022,676.53,Charitable Donations,Checks,None,ATM Withdrawal,delhi,1257705.6,Debit
13-05-2022,671.33,Annuities,Checks,Other,Utility Company,satara,1258376.93,Credit
13-05-2022,891.93,Pension Plans,Checks,Salary,Utility Company,pune,1259268.86,Credit
13-05-2022,624.53,Charitable Donations,Online Banking,None,Coffee Shop,solapur,1258644.33,Debit
13-05-2022,912.99,Pension Plans,Online Banking,Salary,Healthcare Provider,delhi,1259557.32,Credit
13-05-2022,442.41,Charitable Donations,Checks,None,Bookstore,nagpur,1259114.91,Debit
13-05-2022,697.11,Entertainment and Leisure,Checks,None,Rent Payment,solapur,1258417.8,Debit
14-05-2022,961.63,Debt Payments,Online Banking,None,Bookstore,pune,1257456.18,Debit
14-05-2022,807.21,Annuities,Online Banking,Other,Travel Agency,pune,1258263.38,Credit
14-05-2022,906.3,Annuities,Online Banking,Business,Grocery Store,thane,1259169.68,Credit
14-05-2022,524.08,Entertainment and Leisure,Debit Card,None,Local Farmers' Market,solapur,1258645.6,Debit
14-05-2022,582.05,Savings and Investments,Debit Card,Other,Electronics Store,delhi,1259227.65,Credit
15-05-2022,397.72,Consulting or Freelancing,Debit Card,Salary,Healthcare Provider,thane,1259625.38,Credit
15-05-2022,686.19,Insurance,Online Banking,None,Local Farmers' Market,pune,1258939.19,Debit
16-05-2022,404.98,Savings and Investments,Online Banking,Business,Utility Company,mumbai,1259344.16,Credit
16-05-2022,161.18,Annuities,Online Banking,Salary,Gas Station,thane,1259505.34,Credit
16-05-2022,567.55,Part-Time Work,Online Banking,Salary,Restaurant,delhi,1260072.9,Credit
16-05-2022,41.99,Taxes,Online Banking,None,Coffee Shop,mumbai,1260030.91,Debit
16-05-2022,867.5,Savings and Investments,Online Banking,Salary,Grocery Store,nagpur,1260898.41,Credit
17-05-2022,635.05,Part-Time Work,Online Banking,Business,Grocery Store,pune,1261533.46,Credit
17-05-2022,97,Consulting or Freelancing,Online Banking,Investments,Electronics Store,pune,1261630.46,Credit
18-05-2022,270.9,Part-Time Work,Online Banking,Business,Grocery Store,thane,1261901.35,Credit
18-05-2022,74.97,Social Security,Online Banking,Other,Travel Agency,delhi,1261976.32,Credit
18-05-2022,89.79,Part-Time Work,Online Banking,Business,Electronics Store,thane,1262066.11,Credit
18-05-2022,161.55,Insurance,Checks,None,Coffee Shop,satara,1261904.57,Debit
18-05-2022,300.29,Charitable Donations,Prepaid Debit Cards,None,Local Farmers' Market,nagpur,1261604.28,Debit
18-05-2022,93.61,Personal Care,Mobile Payments,None,Local Farmers' Market,thane,1261510.67,Debit
19-05-2022,284.44,Part-Time Work,Mobile Payments,Other,Healthcare Provider,satara,1261795.11,Credit
19-05-2022,586.4,Savings and Investments,Mobile Payments,Business,Utility Company,delhi,1262381.51,Credit
19-05-2022,464.62,Charitable Donations,Debit Card,None,ATM Withdrawal,satara,1261916.89,Debit
19-05-2022,59.15,Pension Plans,Debit Card,Salary,Healthcare Provider,satara,1261976.04,Credit
20-05-2022,181.02,Entertainment and Leisure,Debit Card,None,Coffee Shop,thane,1261795.02,Debit
20-05-2022,966.26,Annuities,Debit Card,Other,Clothing Boutique,satara,1262761.28,Credit
21-05-2022,645.78,Annuities,Debit Card,Other,Clothing Boutique,thane,1263407.07,Credit
21-05-2022,236.23,Consulting or Freelancing,Debit Card,Other,Utility Company,delhi,1263643.3,Credit
21-05-2022,769.29,Insurance,Online Banking,None,ATM Withdrawal,thane,1262874.01,Debit
21-05-2022,74.66,Annuities,Online Banking,Business,Travel Agency,pune,1262948.67,Credit
21-05-2022,38.22,Part-Time Work,Online Banking,Investments,Subscription Service,nagpur,1262986.9,Credit
21-05-2022,346.13,Part-Time Work,Online Banking,Investments,Subscription Service,nagpur,1263333.02,Credit
22-05-2022,633.3,Pension Plans,Online Banking,Investments,Healthcare Provider,delhi,1263966.32,Credit
22-05-2022,193.99,Charitable Donations,Online Banking,None,Bookstore,thane,1263772.32,Debit
22-05-2022,956.08,Consulting or Freelancing,Online Banking,Business,Clothing Boutique,mumbai,1264728.4,Credit
23-05-2022,253.8,Pension Plans,Online Banking,Investments,Electronics Store,solapur,1264982.2,Credit
23-05-2022,452.94,Consulting or Freelancing,Online Banking,Salary,Grocery Store,thane,1265435.13,Credit
24-05-2022,604.63,Insurance,Prepaid Debit Cards,None,Rent Payment,satara,1264830.5,Debit
24-05-2022,485.86,Debt Payments,Online Banking,None,Gym Membership,thane,1264344.64,Debit
24-05-2022,928.39,Debt Payments,Checks,None,Gym Membership,satara,1263416.25,Debit
24-05-2022,776.33,Consulting or Freelancing,Checks,Business,Subscription Service,solapur,1264192.58,Credit
24-05-2022,522.45,Debt Payments,Prepaid Debit Cards,None,Gym Membership,delhi,1263670.13,Debit
24-05-2022,963.81,Social Security,Prepaid Debit Cards,Salary,Subscription Service,delhi,1264633.94,Credit
25-05-2022,757.16,Debt Payments,Online Banking,None,Taxi Service,satara,1263876.79,Debit
25-05-2022,344.18,Pension Plans,Online Banking,Investments,Grocery Store,nagpur,1264220.96,Credit
26-05-2022,554.48,Debt Payments,Debit Card,None,Car Repair Shop,pune,1263666.48,Debit
26-05-2022,365.18,Pension Plans,Debit Card,Salary,Grocery Store,thane,1264031.66,Credit
26-05-2022,937.89,Charitable Donations,Checks,None,Rent Payment,thane,1263093.77,Debit
